[I 2026-04-08 02:36:13,734] Trial 7 finished with value: -1.0 and parameters: {'num_leaves': 31, 'learning_rate': 0.09599921903538221, 'feature_fraction': 0.5903278282542229, 'min_data_in_leaf': 47, 'atr_multiplier': 14.949197709220442}. Best is trial 0 with value: -1.0.
[I 2026-04-08 02:36:16,112] Trial 8 finished with value: -1.0 and parameters: {'num_leaves': 8, 'learning_rate': 0.029730914046608353, 'feature_fraction': 0.8949982453780557, 'min_data_in_leaf': 86, 'atr_multiplier': 14.899655930163727}. Best is trial 0 with value: -1.0.
[I 2026-04-08 02:36:18,597] Trial 9 finished with value: -1.0 and parameters: {'num_leaves': 17, 'learning_rate': 0.06107479571612557, 'feature_fraction': 0.7878412770449595, 'min_data_in_leaf': 91, 'atr_multiplier': 13.994850297778745}. Best is trial 0 with value: -1.0.
[I 2026-04-08 02:36:20,881] Trial 10 finished with value: -1.0 and parameters: {'num_leaves': 46, 'learning_rate': 0.0860678392357771, 'feature_fraction': 0.9914723011768869, 'min_data_in_leaf': 99, 'atr_multiplier': 9.722643329211385}. Best is trial 0 with value: -1.0.
[I 2026-04-08 02:36:22,983] Trial 11 finished with value: -1.0 and parameters: {'num_leaves': 37, 'learning_rate': 0.04792478333096352, 'feature_fraction': 0.9853068388742633, 'min_data_in_leaf': 22, 'atr_multiplier': 8.146558719524336}. Best is trial 0 with value: -1.0.
[I 2026-04-08 02:36:25,364] Trial 12 finished with value: -1.0 and parameters: {'num_leaves': 62, 'learning_rate': 0.0773927301703068, 'feature_fraction': 0.9534403541417714, 'min_data_in_leaf': 22, 'atr_multiplier': 8.761743247634564}. Best is trial 0 with value: -1.0.
[I 2026-04-08 02:36:27,602] Trial 13 finished with value: -1.0 and parameters: {'num_leaves': 10, 'learning_rate': 0.01428341348146077, 'feature_fraction': 0.7764374609729997, 'min_data_in_leaf': 35, 'atr_multiplier': 11.887401299090781}. Best is trial 0 with value: -1.0.
[I 2026-04-08 02:36:29,564] Trial 14 finished with value: -1.0 and parameters: {'num_leaves': 33, 'learning_rate': 0.048072843231071874, 'feature_fraction': 0.8220509824633813, 'min_data_in_leaf': 64, 'atr_multiplier': 6.225499233352752}. Best is trial 0 with value: -1.0.
[I 2026-04-08 02:36:31,585] Trial 15 finished with value: -1.0 and parameters: {'num_leaves': 14, 'learning_rate': 0.07984827836363952, 'feature_fraction': 0.6882004321509936, 'min_data_in_leaf': 32, 'atr_multiplier': 7.521543805585292}. Best is trial 0 with value: -1.0.
[I 2026-04-08 02:36:33,755] Trial 16 finished with value: -1.0 and parameters: {'num_leaves': 42, 'learning_rate': 0.0932940807116267, 'feature_fraction': 0.9449982604624663, 'min_data_in_leaf': 73, 'atr_multiplier': 9.285898916661182}. Best is trial 0 with value: -1.0.
[I 2026-04-08 02:36:36,072] Trial 17 finished with value: -1.0 and parameters: {'num_leaves': 30, 'learning_rate': 0.024514406695823134, 'feature_fraction': 0.9288495467524441, 'min_data_in_leaf': 100, 'atr_multiplier': 12.007988750402639}. Best is trial 0 with value: -1.0.
[I 2026-04-08 02:36:38,128] Trial 18 finished with value: -1.0 and parameters: {'num_leaves': 27, 'learning_rate': 0.010064918310140343, 'feature_fraction': 0.5368943774235734, 'min_data_in_leaf': 56, 'atr_multiplier': 7.857806768176224}. Best is trial 0 with value: -1.0.
